province;red;green;blue;x;x
2519;840;841;841;PLACEHOLDER2519;x
2520;841;841;841;PLACEHOLDER2520;x
2521;841;841;842;PLACEHOLDER2521;x
2522;841;842;842;PLACEHOLDER2522;x
2523;842;842;842;PLACEHOLDER2523;x
2524;842;842;843;PLACEHOLDER2524;x
2525;842;843;843;PLACEHOLDER2525;x
2526;843;843;843;PLACEHOLDER2526;x
2527;843;843;844;PLACEHOLDER2527;x
2528;843;844;844;PLACEHOLDER2528;x
2529;844;844;844;PLACEHOLDER2529;x
2530;844;844;845;PLACEHOLDER2530;x
2531;844;845;845;PLACEHOLDER2531;x
2532;845;845;845;PLACEHOLDER2532;x
2533;845;845;846;PLACEHOLDER2533;x
2534;845;846;846;PLACEHOLDER2534;x
2535;846;846;846;PLACEHOLDER2535;x
2536;846;846;847;PLACEHOLDER2536;x
2537;846;847;847;PLACEHOLDER2537;x
2538;847;847;847;PLACEHOLDER2538;x
2539;847;847;848;PLACEHOLDER2539;x
2540;847;848;848;PLACEHOLDER2540;x
2541;848;848;848;PLACEHOLDER2541;x
2542;848;848;849;PLACEHOLDER2542;x
2543;848;849;849;PLACEHOLDER2543;x
2544;849;849;849;PLACEHOLDER2544;x
2545;849;849;850;PLACEHOLDER2545;x
2546;849;850;850;PLACEHOLDER2546;x
2547;850;850;850;PLACEHOLDER2547;x
2548;850;850;851;PLACEHOLDER2548;x
2549;850;851;851;PLACEHOLDER2549;x
2550;851;851;851;PLACEHOLDER2550;x
2551;851;851;852;PLACEHOLDER2551;x
2552;851;852;852;PLACEHOLDER2552;x
2553;852;852;852;PLACEHOLDER2553;x
2554;852;852;853;PLACEHOLDER2554;x
2555;852;853;853;PLACEHOLDER2555;x
2556;853;853;853;PLACEHOLDER2556;x
2557;853;853;854;PLACEHOLDER2557;x
2558;853;854;854;PLACEHOLDER2558;x
2559;854;854;854;PLACEHOLDER2559;x
2560;854;854;855;PLACEHOLDER2560;x
2561;854;855;855;PLACEHOLDER2561;x
2562;855;855;855;PLACEHOLDER2562;x
2563;855;855;856;PLACEHOLDER2563;x
2564;855;856;856;PLACEHOLDER2564;x
2565;856;856;856;PLACEHOLDER2565;x
2566;856;856;857;PLACEHOLDER2566;x
2567;856;857;857;PLACEHOLDER2567;x
2568;857;857;857;PLACEHOLDER2568;x
2569;857;857;858;PLACEHOLDER2569;x
2570;857;858;858;PLACEHOLDER2570;x
2571;858;858;858;PLACEHOLDER2571;x
2572;858;858;859;PLACEHOLDER2572;x
2573;858;859;859;PLACEHOLDER2573;x
2574;859;859;859;PLACEHOLDER2574;x
2575;859;859;860;PLACEHOLDER2575;x
2576;859;860;860;PLACEHOLDER2576;x
2577;860;860;860;PLACEHOLDER2577;x
2578;860;860;861;PLACEHOLDER2578;x
2579;860;861;861;PLACEHOLDER2579;x
2580;861;861;861;PLACEHOLDER2580;x
2581;861;861;862;PLACEHOLDER2581;x
2582;861;862;862;PLACEHOLDER2582;x
2583;862;862;862;PLACEHOLDER2583;x
2584;862;862;863;PLACEHOLDER2584;x
2585;862;863;863;PLACEHOLDER2585;x
2586;863;863;863;PLACEHOLDER2586;x
2587;863;863;864;PLACEHOLDER2587;x
2588;863;864;864;PLACEHOLDER2588;x
2589;864;864;864;PLACEHOLDER2589;x
2590;864;864;865;PLACEHOLDER2590;x
2591;864;865;865;PLACEHOLDER2591;x
2592;865;865;865;PLACEHOLDER2592;x
2593;865;865;866;PLACEHOLDER2593;x
2594;865;866;866;PLACEHOLDER2594;x
2595;866;866;866;PLACEHOLDER2595;x
2596;866;866;867;PLACEHOLDER2596;x
2597;866;867;867;PLACEHOLDER2597;x
2598;867;867;867;PLACEHOLDER2598;x
2599;867;867;868;PLACEHOLDER2599;x
2600;867;868;868;PLACEHOLDER2600;x
2601;868;868;868;PLACEHOLDER2601;x
2602;868;868;869;PLACEHOLDER2602;x
2603;868;869;869;PLACEHOLDER2603;x
2604;869;869;869;PLACEHOLDER2604;x
2605;869;869;870;PLACEHOLDER2605;x
2606;869;870;870;PLACEHOLDER2606;x
2607;870;870;870;PLACEHOLDER2607;x
2608;870;870;871;PLACEHOLDER2608;x
2609;870;871;871;PLACEHOLDER2609;x
2610;871;871;871;PLACEHOLDER2610;x
2611;871;871;872;PLACEHOLDER2611;x
2612;871;872;872;PLACEHOLDER2612;x
2613;872;872;872;PLACEHOLDER2613;x
2614;872;872;873;PLACEHOLDER2614;x
2615;872;873;873;PLACEHOLDER2615;x
2616;873;873;873;PLACEHOLDER2616;x
2617;873;873;874;PLACEHOLDER2617;x
2618;873;874;874;PLACEHOLDER2618;x
2619;874;874;874;PLACEHOLDER2619;x
2620;874;874;875;PLACEHOLDER2620;x
2621;874;875;875;PLACEHOLDER2621;x
2622;875;875;875;PLACEHOLDER2622;x
2623;875;875;876;PLACEHOLDER2623;x
2624;875;876;876;PLACEHOLDER2624;x
2625;876;876;876;PLACEHOLDER2625;x
2626;876;876;877;PLACEHOLDER2626;x
2627;876;877;877;PLACEHOLDER2627;x
2628;877;877;877;PLACEHOLDER2628;x
2629;877;877;878;PLACEHOLDER2629;x
2630;877;878;878;PLACEHOLDER2630;x
2631;878;878;878;PLACEHOLDER2631;x
2632;878;878;879;PLACEHOLDER2632;x
2633;878;879;879;PLACEHOLDER2633;x
2634;879;879;879;PLACEHOLDER2634;x
2635;879;879;880;PLACEHOLDER2635;x
2636;879;880;880;PLACEHOLDER2636;x
2637;880;880;880;PLACEHOLDER2637;x
2638;880;880;881;PLACEHOLDER2638;x
2639;880;881;881;PLACEHOLDER2639;x
2640;881;881;881;PLACEHOLDER2640;x
2641;881;881;882;PLACEHOLDER2641;x
2642;881;882;882;PLACEHOLDER2642;x
2643;882;882;882;PLACEHOLDER2643;x
2644;882;882;883;PLACEHOLDER2644;x
2645;882;883;883;PLACEHOLDER2645;x
2646;883;883;883;PLACEHOLDER2646;x
2647;883;883;884;PLACEHOLDER2647;x
2648;883;884;884;PLACEHOLDER2648;x
2649;884;884;884;PLACEHOLDER2649;x
2650;884;884;885;PLACEHOLDER2650;x
2651;884;885;885;PLACEHOLDER2651;x
2652;885;885;885;PLACEHOLDER2652;x
2653;885;885;886;PLACEHOLDER2653;x
2654;885;886;886;PLACEHOLDER2654;x
2655;886;886;886;PLACEHOLDER2655;x
2656;886;886;887;PLACEHOLDER2656;x
2657;886;887;887;PLACEHOLDER2657;x
2658;887;887;887;PLACEHOLDER2658;x
2659;887;887;888;PLACEHOLDER2659;x
2660;887;888;888;PLACEHOLDER2660;x
2661;888;888;888;PLACEHOLDER2661;x
2662;888;888;889;PLACEHOLDER2662;x
2663;888;889;889;PLACEHOLDER2663;x
2664;889;889;889;PLACEHOLDER2664;x
2665;889;889;890;PLACEHOLDER2665;x
2666;889;890;890;PLACEHOLDER2666;x
2667;890;890;890;PLACEHOLDER2667;x
2668;890;890;891;PLACEHOLDER2668;x
2669;890;891;891;PLACEHOLDER2669;x
2670;891;891;891;PLACEHOLDER2670;x
2671;891;891;892;PLACEHOLDER2671;x
2672;891;892;892;PLACEHOLDER2672;x
2673;892;892;892;PLACEHOLDER2673;x
2674;892;892;893;PLACEHOLDER2674;x
2675;892;893;893;PLACEHOLDER2675;x
2676;893;893;893;PLACEHOLDER2676;x
2677;893;893;894;PLACEHOLDER2677;x
2678;893;894;894;PLACEHOLDER2678;x
2679;894;894;894;PLACEHOLDER2679;x
2680;894;894;895;PLACEHOLDER2680;x
2681;894;895;895;PLACEHOLDER2681;x
2682;895;895;895;PLACEHOLDER2682;x
2683;895;895;896;PLACEHOLDER2683;x
2684;895;896;896;PLACEHOLDER2684;x
2685;896;896;896;PLACEHOLDER2685;x
2686;896;896;897;PLACEHOLDER2686;x
2687;896;897;897;PLACEHOLDER2687;x
2688;897;897;897;PLACEHOLDER2688;x
2689;897;897;898;PLACEHOLDER2689;x
2690;897;898;898;PLACEHOLDER2690;x
2691;898;898;898;PLACEHOLDER2691;x
2692;898;898;899;PLACEHOLDER2692;x
2693;898;899;899;PLACEHOLDER2693;x
2694;899;899;899;PLACEHOLDER2694;x
2695;899;899;900;PLACEHOLDER2695;x
2696;899;900;900;PLACEHOLDER2696;x
2697;900;900;900;PLACEHOLDER2697;x
2698;900;900;901;PLACEHOLDER2698;x
2699;900;901;901;PLACEHOLDER2699;x
2700;901;901;901;PLACEHOLDER2700;x
2701;901;901;902;PLACEHOLDER2701;x
2702;901;902;902;PLACEHOLDER2702;x
2703;902;902;902;PLACEHOLDER2703;x
2704;902;902;903;PLACEHOLDER2704;x
2705;902;903;903;PLACEHOLDER2705;x
2706;903;903;903;PLACEHOLDER2706;x
2707;903;903;904;PLACEHOLDER2707;x
2708;903;904;904;PLACEHOLDER2708;x
2709;904;904;904;PLACEHOLDER2709;x
2710;904;904;905;PLACEHOLDER2710;x
2711;904;905;905;PLACEHOLDER2711;x
2712;905;905;905;PLACEHOLDER2712;x
2713;905;905;906;PLACEHOLDER2713;x
2714;905;906;906;PLACEHOLDER2714;x
2715;906;906;906;PLACEHOLDER2715;x
2716;906;906;907;PLACEHOLDER2716;x
2717;906;907;907;PLACEHOLDER2717;x
2718;907;907;907;PLACEHOLDER2718;x
2719;907;907;908;PLACEHOLDER2719;x
2720;907;908;908;PLACEHOLDER2720;x
2721;908;908;908;PLACEHOLDER2721;x
2722;908;908;909;PLACEHOLDER2722;x
2723;908;909;909;PLACEHOLDER2723;x
2724;909;909;909;PLACEHOLDER2724;x
2725;909;909;910;PLACEHOLDER2725;x
2726;909;910;910;PLACEHOLDER2726;x
2727;910;910;910;PLACEHOLDER2727;x
2728;910;910;911;PLACEHOLDER2728;x
2729;910;911;911;PLACEHOLDER2729;x
2730;911;911;911;PLACEHOLDER2730;x
2731;911;911;912;PLACEHOLDER2731;x
2732;911;912;912;PLACEHOLDER2732;x
2733;912;912;912;PLACEHOLDER2733;x
2734;912;912;913;PLACEHOLDER2734;x
2735;912;913;913;PLACEHOLDER2735;x
2736;913;913;913;PLACEHOLDER2736;x
2737;913;913;914;PLACEHOLDER2737;x
2738;913;914;914;PLACEHOLDER2738;x
2739;914;914;914;PLACEHOLDER2739;x
2740;914;914;915;PLACEHOLDER2740;x
2741;914;915;915;PLACEHOLDER2741;x
2742;915;915;915;PLACEHOLDER2742;x
2743;915;915;916;PLACEHOLDER2743;x
2744;915;916;916;PLACEHOLDER2744;x
2745;916;916;916;PLACEHOLDER2745;x
2746;916;916;917;PLACEHOLDER2746;x
2747;916;917;917;PLACEHOLDER2747;x
2748;917;917;917;PLACEHOLDER2748;x
2749;917;917;918;PLACEHOLDER2749;x
2750;917;918;918;PLACEHOLDER2750;x
2751;918;918;918;PLACEHOLDER2751;x
2752;918;918;919;PLACEHOLDER2752;x
2753;918;919;919;PLACEHOLDER2753;x
2754;919;919;919;PLACEHOLDER2754;x
2755;919;919;920;PLACEHOLDER2755;x
2756;919;920;920;PLACEHOLDER2756;x
2757;920;920;920;PLACEHOLDER2757;x
2758;920;920;921;PLACEHOLDER2758;x
2759;920;921;921;PLACEHOLDER2759;x
2760;921;921;921;PLACEHOLDER2760;x
2761;921;921;922;PLACEHOLDER2761;x
2762;921;922;922;PLACEHOLDER2762;x
2763;922;922;922;PLACEHOLDER2763;x
2764;922;922;923;PLACEHOLDER2764;x
2765;922;923;923;PLACEHOLDER2765;x
2766;923;923;923;PLACEHOLDER2766;x
2767;923;923;924;PLACEHOLDER2767;x
2768;923;924;924;PLACEHOLDER2768;x
2769;924;924;924;PLACEHOLDER2769;x
2770;924;924;925;PLACEHOLDER2770;x
2771;924;925;925;PLACEHOLDER2771;x
2772;925;925;925;PLACEHOLDER2772;x
2773;925;925;926;PLACEHOLDER2773;x
2774;925;926;926;PLACEHOLDER2774;x
2775;926;926;926;PLACEHOLDER2775;x
2776;926;926;927;PLACEHOLDER2776;x
2777;926;927;927;PLACEHOLDER2777;x
2778;927;927;927;PLACEHOLDER2778;x
2779;927;927;928;PLACEHOLDER2779;x
2780;927;928;928;PLACEHOLDER2780;x
2781;928;928;928;PLACEHOLDER2781;x
2782;928;928;929;PLACEHOLDER2782;x
2783;928;929;929;PLACEHOLDER2783;x
2784;929;929;929;PLACEHOLDER2784;x
2785;929;929;930;PLACEHOLDER2785;x
2786;929;930;930;PLACEHOLDER2786;x
2787;930;930;930;PLACEHOLDER2787;x
2788;930;930;931;PLACEHOLDER2788;x
2789;930;931;931;PLACEHOLDER2789;x
2790;931;931;931;PLACEHOLDER2790;x
2791;931;931;932;PLACEHOLDER2791;x
2792;931;932;932;PLACEHOLDER2792;x
2793;932;932;932;PLACEHOLDER2793;x
2794;932;932;933;PLACEHOLDER2794;x
2795;932;933;933;PLACEHOLDER2795;x
2796;933;933;933;PLACEHOLDER2796;x
2797;933;933;934;PLACEHOLDER2797;x
2798;933;934;934;PLACEHOLDER2798;x
2799;934;934;934;PLACEHOLDER2799;x
2800;934;934;935;PLACEHOLDER2800;x
2801;934;935;935;PLACEHOLDER2801;x
2802;935;935;935;PLACEHOLDER2802;x
2803;935;935;936;PLACEHOLDER2803;x
2804;935;936;936;PLACEHOLDER2804;x
2805;936;936;936;PLACEHOLDER2805;x
2806;936;936;937;PLACEHOLDER2806;x
2807;936;937;937;PLACEHOLDER2807;x
2808;937;937;937;PLACEHOLDER2808;x
2809;937;937;938;PLACEHOLDER2809;x
2810;937;938;938;PLACEHOLDER2810;x
2811;938;938;938;PLACEHOLDER2811;x
2812;938;938;939;PLACEHOLDER2812;x
2813;938;939;939;PLACEHOLDER2813;x
2814;939;939;939;PLACEHOLDER2814;x
2815;939;939;940;PLACEHOLDER2815;x
2816;939;940;940;PLACEHOLDER2816;x
2817;940;940;940;PLACEHOLDER2817;x
2818;940;940;941;PLACEHOLDER2818;x
2819;940;941;941;PLACEHOLDER2819;x
2820;941;941;941;PLACEHOLDER2820;x
2821;941;941;942;PLACEHOLDER2821;x
2822;941;942;942;PLACEHOLDER2822;x
2823;942;942;942;PLACEHOLDER2823;x
2824;942;942;943;PLACEHOLDER2824;x
2825;942;943;943;PLACEHOLDER2825;x
2826;943;943;943;PLACEHOLDER2826;x
2827;943;943;944;PLACEHOLDER2827;x
2828;943;944;944;PLACEHOLDER2828;x
2829;944;944;944;PLACEHOLDER2829;x
2830;944;944;945;PLACEHOLDER2830;x
2831;944;945;945;PLACEHOLDER2831;x
2832;945;945;945;PLACEHOLDER2832;x
2833;945;945;946;PLACEHOLDER2833;x
2834;945;946;946;PLACEHOLDER2834;x
2835;946;946;946;PLACEHOLDER2835;x
2836;946;946;947;PLACEHOLDER2836;x
2837;946;947;947;PLACEHOLDER2837;x
2838;947;947;947;PLACEHOLDER2838;x
2839;947;947;948;PLACEHOLDER2839;x
2840;947;948;948;PLACEHOLDER2840;x
2841;948;948;948;PLACEHOLDER2841;x
2842;948;948;949;PLACEHOLDER2842;x
2843;948;949;949;PLACEHOLDER2843;x
2844;949;949;949;PLACEHOLDER2844;x
2845;949;949;950;PLACEHOLDER2845;x
2846;949;950;950;PLACEHOLDER2846;x
2847;950;950;950;PLACEHOLDER2847;x
2848;950;950;951;PLACEHOLDER2848;x
2849;950;951;951;PLACEHOLDER2849;x
2850;951;951;951;PLACEHOLDER2850;x
2851;951;951;952;PLACEHOLDER2851;x
2852;951;952;952;PLACEHOLDER2852;x
2853;952;952;952;PLACEHOLDER2853;x
2854;952;952;953;PLACEHOLDER2854;x
2855;952;953;953;PLACEHOLDER2855;x
2856;953;953;953;PLACEHOLDER2856;x
2857;953;953;954;PLACEHOLDER2857;x
2858;953;954;954;PLACEHOLDER2858;x
2859;954;954;954;PLACEHOLDER2859;x
2860;954;954;955;PLACEHOLDER2860;x
2861;954;955;955;PLACEHOLDER2861;x
2862;955;955;955;PLACEHOLDER2862;x
2863;955;955;956;PLACEHOLDER2863;x
2864;955;956;956;PLACEHOLDER2864;x
2865;956;956;956;PLACEHOLDER2865;x
2866;956;956;957;PLACEHOLDER2866;x
2867;956;957;957;PLACEHOLDER2867;x
2868;957;957;957;PLACEHOLDER2868;x
2869;957;957;958;PLACEHOLDER2869;x
2870;957;958;958;PLACEHOLDER2870;x
2871;958;958;958;PLACEHOLDER2871;x
2872;958;958;959;PLACEHOLDER2872;x
2873;958;959;959;PLACEHOLDER2873;x
2874;959;959;959;PLACEHOLDER2874;x
2875;959;959;960;PLACEHOLDER2875;x
2876;959;960;960;PLACEHOLDER2876;x
2877;960;960;960;PLACEHOLDER2877;x
2878;960;960;961;PLACEHOLDER2878;x
2879;960;961;961;PLACEHOLDER2879;x
2880;961;961;961;PLACEHOLDER2880;x
2881;961;961;962;PLACEHOLDER2881;x
2882;961;962;962;PLACEHOLDER2882;x
2883;962;962;962;PLACEHOLDER2883;x
2884;962;962;963;PLACEHOLDER2884;x
2885;962;963;963;PLACEHOLDER2885;x
2886;963;963;963;PLACEHOLDER2886;x
2887;963;963;964;PLACEHOLDER2887;x
2888;963;964;964;PLACEHOLDER2888;x
2889;964;964;964;PLACEHOLDER2889;x
2890;964;964;965;PLACEHOLDER2890;x
2891;964;965;965;PLACEHOLDER2891;x
2892;965;965;965;PLACEHOLDER2892;x
2893;965;965;966;PLACEHOLDER2893;x
2894;965;966;966;PLACEHOLDER2894;x
2895;966;966;966;PLACEHOLDER2895;x
2896;966;966;967;PLACEHOLDER2896;x
2897;966;967;967;PLACEHOLDER2897;x
2898;967;967;967;PLACEHOLDER2898;x
2899;967;967;968;PLACEHOLDER2899;x
2900;967;968;968;PLACEHOLDER2900;x
2901;968;968;968;PLACEHOLDER2901;x
2902;968;968;969;PLACEHOLDER2902;x
2903;968;969;969;PLACEHOLDER2903;x
2904;969;969;969;PLACEHOLDER2904;x
2905;969;969;970;PLACEHOLDER2905;x
2906;969;970;970;PLACEHOLDER2906;x
2907;970;970;970;PLACEHOLDER2907;x
2908;970;970;971;PLACEHOLDER2908;x
2909;970;971;971;PLACEHOLDER2909;x
2910;971;971;971;PLACEHOLDER2910;x
2911;971;971;972;PLACEHOLDER2911;x
2912;971;972;972;PLACEHOLDER2912;x
2913;972;972;972;PLACEHOLDER2913;x
2914;972;972;973;PLACEHOLDER2914;x
2915;972;973;973;PLACEHOLDER2915;x
2916;973;973;973;PLACEHOLDER2916;x
2917;973;973;974;PLACEHOLDER2917;x
2918;973;974;974;PLACEHOLDER2918;x
2919;974;974;974;PLACEHOLDER2919;x
2920;974;974;975;PLACEHOLDER2920;x
2921;974;975;975;PLACEHOLDER2921;x
2922;975;975;975;PLACEHOLDER2922;x
2923;975;975;976;PLACEHOLDER2923;x
2924;975;976;976;PLACEHOLDER2924;x
2925;976;976;976;PLACEHOLDER2925;x
2926;976;976;977;PLACEHOLDER2926;x
2927;976;977;977;PLACEHOLDER2927;x
2928;977;977;977;PLACEHOLDER2928;x
2929;977;977;978;PLACEHOLDER2929;x
2930;977;978;978;PLACEHOLDER2930;x
2931;978;978;978;PLACEHOLDER2931;x
2932;978;978;979;PLACEHOLDER2932;x
2933;978;979;979;PLACEHOLDER2933;x
2934;979;979;979;PLACEHOLDER2934;x
2935;979;979;980;PLACEHOLDER2935;x
2936;979;980;980;PLACEHOLDER2936;x
2937;980;980;980;PLACEHOLDER2937;x
2938;980;980;981;PLACEHOLDER2938;x
2939;980;981;981;PLACEHOLDER2939;x
2940;981;981;981;PLACEHOLDER2940;x
2941;981;981;982;PLACEHOLDER2941;x
2942;981;982;982;PLACEHOLDER2942;x
2943;982;982;982;PLACEHOLDER2943;x
2944;982;982;983;PLACEHOLDER2944;x
2945;982;983;983;PLACEHOLDER2945;x
2946;983;983;983;PLACEHOLDER2946;x
2947;983;983;984;PLACEHOLDER2947;x
2948;983;984;984;PLACEHOLDER2948;x
2949;984;984;984;PLACEHOLDER2949;x
2950;984;984;985;PLACEHOLDER2950;x
2951;984;985;985;PLACEHOLDER2951;x
2952;985;985;985;PLACEHOLDER2952;x
2953;985;985;986;PLACEHOLDER2953;x
2954;985;986;986;PLACEHOLDER2954;x
2955;986;986;986;PLACEHOLDER2955;x
2956;986;986;987;PLACEHOLDER2956;x
2957;986;987;987;PLACEHOLDER2957;x
2958;987;987;987;PLACEHOLDER2958;x
2959;987;987;988;PLACEHOLDER2959;x
2960;987;988;988;PLACEHOLDER2960;x
2961;988;988;988;PLACEHOLDER2961;x
2962;988;988;989;PLACEHOLDER2962;x
2963;988;989;989;PLACEHOLDER2963;x
2964;989;989;989;PLACEHOLDER2964;x
2965;989;989;990;PLACEHOLDER2965;x
2966;989;990;990;PLACEHOLDER2966;x
2967;990;990;990;PLACEHOLDER2967;x
2968;990;990;991;PLACEHOLDER2968;x
2969;990;991;991;PLACEHOLDER2969;x
2970;991;991;991;PLACEHOLDER2970;x
2971;991;991;992;PLACEHOLDER2971;x
2972;991;992;992;PLACEHOLDER2972;x
2973;992;992;992;PLACEHOLDER2973;x
2974;992;992;993;PLACEHOLDER2974;x
2975;992;993;993;PLACEHOLDER2975;x
2976;993;993;993;PLACEHOLDER2976;x
2977;993;993;994;PLACEHOLDER2977;x
2978;993;994;994;PLACEHOLDER2978;x
2979;994;994;994;PLACEHOLDER2979;x
2980;994;994;995;PLACEHOLDER2980;x
2981;994;995;995;PLACEHOLDER2981;x
2982;995;995;995;PLACEHOLDER2982;x
2983;995;995;996;PLACEHOLDER2983;x
2984;995;996;996;PLACEHOLDER2984;x
2985;996;996;996;PLACEHOLDER2985;x
2986;996;996;997;PLACEHOLDER2986;x
2987;996;997;997;PLACEHOLDER2987;x
2988;997;997;997;PLACEHOLDER2988;x
2989;997;997;998;PLACEHOLDER2989;x
2990;997;998;998;PLACEHOLDER2990;x
2991;998;998;998;PLACEHOLDER2991;x
2992;998;998;999;PLACEHOLDER2992;x
2993;998;999;999;PLACEHOLDER2993;x
2994;999;999;999;PLACEHOLDER2994;x
2995;999;999;1000;PLACEHOLDER2995;x
2996;999;1000;1000;PLACEHOLDER2996;x
2997;1000;1000;1000;PLACEHOLDER2997;x
2998;1000;1000;1001;PLACEHOLDER2998;x
2999;1000;1001;1001;PLACEHOLDER2999;x
3000;1001;1001;1001;PLACEHOLDER3000;x
3001;1001;1001;1002;PLACEHOLDER3001;x
3002;1001;1002;1002;PLACEHOLDER3002;x
3003;1002;1002;1002;PLACEHOLDER3003;x
3004;1002;1002;1003;PLACEHOLDER3004;x
3005;1002;1003;1003;PLACEHOLDER3005;x
3006;1003;1003;1003;PLACEHOLDER3006;x
3007;1003;1003;1004;PLACEHOLDER3007;x
3008;1003;1004;1004;PLACEHOLDER3008;x
3009;1004;1004;1004;PLACEHOLDER3009;x
3010;1004;1004;1005;PLACEHOLDER3010;x
3011;1004;1005;1005;PLACEHOLDER3011;x
3012;1005;1005;1005;PLACEHOLDER3012;x
3013;1005;1005;1006;PLACEHOLDER3013;x
3014;1005;1006;1006;PLACEHOLDER3014;x
3015;1006;1006;1006;PLACEHOLDER3015;x
3016;1006;1006;1007;PLACEHOLDER3016;x
3017;1006;1007;1007;PLACEHOLDER3017;x
3018;1007;1007;1007;PLACEHOLDER3018;x
3019;1007;1007;1008;PLACEHOLDER3019;x
3020;1007;1008;1008;PLACEHOLDER3020;x
3021;1008;1008;1008;PLACEHOLDER3021;x
3022;1008;1008;1009;PLACEHOLDER3022;x
3023;1008;1009;1009;PLACEHOLDER3023;x
3024;1009;1009;1009;PLACEHOLDER3024;x
3025;1009;1009;1010;PLACEHOLDER3025;x
3026;1009;1010;1010;PLACEHOLDER3026;x
3027;1010;1010;1010;PLACEHOLDER3027;x
3028;1010;1010;1011;PLACEHOLDER3028;x
3029;1010;1011;1011;PLACEHOLDER3029;x
3030;1011;1011;1011;PLACEHOLDER3030;x
3031;1011;1011;1012;PLACEHOLDER3031;x
3032;1011;1012;1012;PLACEHOLDER3032;x
3033;1012;1012;1012;PLACEHOLDER3033;x
3034;1012;1012;1013;PLACEHOLDER3034;x
3035;1012;1013;1013;PLACEHOLDER3035;x
3036;1013;1013;1013;PLACEHOLDER3036;x
3037;1013;1013;1014;PLACEHOLDER3037;x
3038;1013;1014;1014;PLACEHOLDER3038;x
3039;1014;1014;1014;PLACEHOLDER3039;x
3040;1014;1014;1015;PLACEHOLDER3040;x
3041;1014;1015;1015;PLACEHOLDER3041;x
3042;1015;1015;1015;PLACEHOLDER3042;x
3043;1015;1015;1016;PLACEHOLDER3043;x
3044;1015;1016;1016;PLACEHOLDER3044;x
3045;1016;1016;1016;PLACEHOLDER3045;x
3046;1016;1016;1017;PLACEHOLDER3046;x
3047;1016;1017;1017;PLACEHOLDER3047;x
3048;1017;1017;1017;PLACEHOLDER3048;x
3049;1017;1017;1018;PLACEHOLDER3049;x
3050;1017;1018;1018;PLACEHOLDER3050;x
3051;1018;1018;1018;PLACEHOLDER3051;x
3052;1018;1018;1019;PLACEHOLDER3052;x
3053;1018;1019;1019;PLACEHOLDER3053;x
3054;1019;1019;1019;PLACEHOLDER3054;x
3055;1019;1019;1020;PLACEHOLDER3055;x
3056;1019;1020;1020;PLACEHOLDER3056;x
3057;1020;1020;1020;PLACEHOLDER3057;x
3058;1020;1020;1021;PLACEHOLDER3058;x
3059;140;152;193;Bayanjargalan;x
3060;235;85;216;Yeruu;x
3061;207;160;28;Gurvansaikhan;x
3062;174;150;47;Bayankhutag;x
3063;238;66;11;Sainshand;x
3064;67;239;64;Dalanzadgad;x
3065;221;95;204;Hohhot;x
3066;105;177;39;Chinggis;x
3067;214;225;244;Tamusubulage Sumu;x
3068;207;210;238;Jinchang;x
3069;15;19;82;Bayannur;x
3070;143;133;158;Badaixiang;x
3071;183;206;95;Ulanqab;x
3072;49;206;181;Sanggendalaizhen;x
3073;95;33;149;Xilingol;x
3074;197;42;246;Gaorihanzhen;x
3075;91;85;231;Hailitucun;x
3076;222;158;59;Erdenetsagaan;x
3077;183;22;228;Choibalsan;x
3078;240;76;57;Xin Barag Youqi;x
3079;133;5;169;Nurenhua;x
3080;71;126;134;Xiaochengzi;x
3081;113;236;149;Chifeng;x
3082;161;86;166;Aohan;x
3083;66;122;92;Baijiazhangzicun;x
3084;86;52;93;Huludao;x
3085;166;52;93;Chaoyang;x
3086;81;23;62;Xijiecun;x
3087;81;255;32;Gujiazi;x
3088;219;175;161;Xiaojiacun;x
3089;81;64;32;Caozhuangzhen;x
3090;42;223;0;Zhangwu;x
3091;179;218;237;Tongliao;x
3092;196;156;229;Xingfutun;x
3093;34;224;58;Wuchagouzhen;x
3094;48;77;144;Chen Barag Qi;x
3095;174;58;14;Dalian;x
3096;132;156;179;Xinnongcun;x
3097;72;82;152;Jiangjiatun;x
3098;157;255;32;Shimiaozizhen;x
3099;218;20;36;Yingkou;x
3100;196;165;63;Ganwangzhen;x
3101;205;202;205;Dabaoxiang;x
3102;0;60;191;Benxi Manchu;x
3103;152;82;102;Fushun;x
3104;205;102;103;Shenyang;x
3105;205;192;158;Huanren;x
3106;138;123;67;Gongzhutunzhen;x
3107;205;110;158;Kaiyuan;x
3108;82;34;67;Chengdongcun;x
3109;207;255;159;Tonghua;x
3110;115;229;165;Qianshuangjingzhen;x
3111;92;188;133;Gongzhuling;x
3112;53;44;100;Yitong;x
3113;0;255;239;Baishan;x
3114;38;253;209;Changbai;x
3115;0;191;74;Fusong;x
3116;215;127;148;Hebeicun;x
3117;169;208;215;Liaoyuan;x
3118;248;32;255;Siping;x
3119;37;72;177;Majiatun;x
3120;215;195;192;Badaohezizhen;x
3121;183;243;165;Changchun;x
3122;34;145;107;Yanbian;x
3123;61;0;108;Hunchun;x
3124;150;53;57;Chunhuazhen;x
3125;46;15;16;Qianjin;x
3126;180;126;13;Mahexiang;x
3127;45;22;66;Qiaotouzhen;x
3128;251;148;13;Xixiaotun;x
3129;208;18;0;Xinghuacun;x
3130;98;223;233;Shuangcheng;x
3131;121;239;218;Liaoyuanxiang;x
3132;255;108;222;Qiqihar;x
